Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
48,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,2001.0,12,12,1012,11.2,0.27,0.44,0.27,0.44,0.11,0.2,0.11,0.2,39,19,48.7,16,41.0,57.23,3.93,16.7,25.45,15.98,2.05,57.23,3.48,1.7,1.43,29.64,156.88,76.34,1.7,1.25,0.45,0.98,0.89,33.57,3.93,2.31,0.36,1.61,0.18,0.27,0.18,0.0,0.09,0.18,0.09,0.0,0.0,0.0,0.09,430,516,83.3,5997,1689,262,283,92.6,147,170,86.5,8,29,27.6,0.18,0.09,0.05,0.09,0.98,2.5,0.62,0.18,3.12,46.07,37.41,8.3,1.88,0.0,0.36,1.61,6.25,0.18,0.0,0.09,0.0,38.39,0.36,1.07,1.16,0.36,0.23,0.75,0.09,1.8,1.8,41.2,0.36,0.0,0.0,1.52,0.71,0.09,0.98,1.25,0.0,0.0,4.73,0.62,0.89,2.23,1.7,0.45,0.09,0.89,1.52,0.62,1.34,0.27,3.21,2.86,0.09,58.8
49,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998.0,8,8,636,7.1,0.0,0.0,0.0,0.0,0.04,0.07,0.04,0.07,8,4,50.0,4,50.0,50.14,3.52,19.72,23.38,7.75,1.13,50.14,1.13,0.56,0.56,27.89,174.37,103.66,1.97,0.99,0.0,1.13,0.85,33.24,1.69,0.99,0.28,0.99,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,236,300,78.7,3792,1412,125,140,89.3,89,117,76.1,15,24,62.5,0.0,0.03,0.01,-0.03,0.28,2.82,0.28,0.28,3.52,42.25,37.61,4.51,0.28,0.0,0.42,0.7,4.23,0.0,0.0,0.0,0.0,33.24,0.14,1.41,0.14,0.14,0.0,0.0,0.28,-0.3,-0.3,42.1,0.42,0.0,0.0,0.85,0.42,0.0,0.85,0.7,0.0,0.0,2.25,1.13,1.55,0.85,0.7,0.14,0.0,0.28,1.13,0.85,1.13,0.14,1.69,2.68,0.0,25.0
50,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30.0,1994.0,11,9,792,8.8,0.34,0.34,0.34,0.34,0.2,0.29,0.2,0.29,10,4,40.0,6,60.0,34.2,0.91,2.05,18.07,14.2,3.64,34.2,1.14,0.45,0.68,15.11,46.25,9.77,0.11,0.57,0.11,2.27,0.23,24.89,4.89,1.93,0.11,1.7,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.11,0.0,162,227,71.4,2217,303,105,133,78.9,41,62,66.1,8,11,72.7,0.0,0.09,0.05,-0.09,1.36,1.59,0.45,0.0,1.14,25.8,25.57,0.23,0.0,0.0,0.45,0.0,0.11,0.0,0.0,0.0,0.0,18.41,0.0,0.68,1.25,0.68,0.27,0.5,0.16,1.3,1.3,55.3,0.23,0.0,0.0,1.93,1.36,0.57,0.34,0.91,0.23,0.0,2.16,5.34,4.32,1.25,0.11,0.57,0.57,0.45,1.14,0.68,0.45,0.23,1.59,0.68,0.0,40.0
51,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995.0,10,10,871,9.7,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,1,1,100.0,0,0.0,89.18,4.74,21.55,41.75,25.88,0.72,89.18,0.1,0.1,0.0,57.94,287.84,175.46,2.27,2.89,0.0,0.31,0.41,72.89,0.41,2.17,0.1,2.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,763,807,94.5,12369,3118,375,390,96.2,345,358,96.4,35,46,76.1,0.0,0.03,0.09,-0.03,0.62,9.07,1.03,0.21,8.14,83.2,81.96,1.13,0.72,0.31,0.41,0.82,0.31,0.0,0.0,0.0,0.0,78.66,0.1,0.31,0.72,0.1,0.0,0.0,0.03,-0.2,-0.2,44.8,0.21,0.0,0.0,0.82,0.41,0.0,0.52,0.82,0.0,0.0,4.02,1.34,1.65,1.03,0.31,0.41,0.31,0.52,0.93,0.41,0.52,0.31,1.55,2.58,0.0,55.6
54,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20.0,2004.0,11,7,584,6.5,0.15,0.15,0.15,0.15,0.09,0.23,0.09,0.23,43,19,44.2,17,39.5,44.92,1.23,6.77,13.69,24.92,4.46,44.92,6.62,2.92,2.62,30.77,201.54,116.77,4.62,2.77,3.08,2.31,1.54,32.15,9.85,4.38,0.15,2.62,0.0,0.77,0.15,0.92,0.0,0.0,0.0,0.0,0.0,0.15,0.0,136,185,73.5,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,0.0,0.15,0.26,-0.15,1.38,0.77,1.23,0.31,1.85,28.46,27.23,1.08,0.31,0.15,0.31,2.77,0.31,0.46,0.31,0.0,0.0,20.92,0.15,1.08,2.62,0.92,0.06,0.17,0.03,0.4,0.4,50.0,0.15,0.0,0.0,1.38,3.23,0.15,0.46,1.08,0.0,0.0,4.62,0.92,0.92,1.85,0.62,0.62,0.62,0.92,1.85,0.92,1.23,0.0,2.31,2.0,0.0,50.0
55,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26.0,1997.0,10,10,889,9.9,0.1,0.2,0.1,0.2,0.04,0.1,0.04,0.1,11,6,54.5,5,45.5,48.79,3.13,18.59,17.07,13.54,1.01,48.79,1.11,0.61,0.51,23.84,150.81,83.23,2.12,1.52,0.3,1.41,0.71,26.57,3.84,1.11,0.1,1.01,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,295,382,77.2,4014,1011,180,195,92.3,100,129,77.5,6,33,18.2,0.1,0.06,0.04,0.04,0.61,0.71,0.51,0.4,2.02,38.59,31.82,6.36,0.4,0.0,0.0,3.43,5.76,0.2,0.2,0.0,0.0,29.8,0.4,0.91,0.91,0.2,0.11,0.5,0.04,0.6,0.6,47.8,0.1,0.0,0.0,1.01,0.61,0.0,0.51,0.81,0.0,0.0,3.64,1.11,1.21,1.11,0.91,0.1,0.1,0.71,1.11,0.4,0.91,0.4,1.62,3.43,0.1,63.6
56,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22.0,2002.0,11,8,752,8.4,0.24,0.6,0.24,0.6,0.29,0.52,0.29,0.52,31,14,45.2,17,54.8,62.02,1.19,8.69,25.95,28.45,5.48,62.02,3.69,1.67,2.02,40.0,253.33,137.26,4.52,3.81,1.9,3.1,1.55,45.6,8.45,3.71,0.48,2.62,0.12,0.36,0.24,0.24,0.12,0.48,0.0,0.0,0.0,0.0,0.0,324,410,79.0,4378,1480,201,221,91.0,98,128,76.6,10,21,47.6,0.36,0.23,0.25,0.13,1.67,3.33,2.02,0.0,7.02,48.81,47.26,1.31,0.48,0.24,0.36,2.26,0.48,0.36,0.0,0.12,0.0,38.57,0.24,2.5,1.8,0.36,0.13,0.67,0.16,-0.4,-0.4,33.3,0.0,0.0,0.0,1.07,1.43,0.36,0.71,1.31,0.0,0.0,5.6,0.12,0.24,2.26,0.95,0.71,0.6,0.71,2.02,1.31,0.6,0.0,2.98,0.36,0.0,35.3
57,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001.0,11,9,813,9.0,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.06,9,3,33.3,4,44.4,59.67,5.56,24.11,26.56,9.33,0.11,59.67,1.0,0.33,0.44,33.0,178.11,99.33,2.0,1.56,0.0,0.33,0.33,34.78,2.56,1.44,0.22,1.0,0.22,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,337,430,78.4,6499,2469,128,148,86.5,165,188,87.8,38,79,48.1,0.0,0.04,0.06,-0.04,0.78,2.78,1.0,0.56,4.0,47.78,42.11,5.44,1.67,0.0,1.56,2.44,3.56,0.11,0.11,0.0,0.0,37.44,0.22,1.0,0.33,0.11,0.0,0.0,0.03,-0.1,-0.1,48.0,0.22,0.0,0.0,0.33,1.67,0.0,1.22,1.22,0.0,0.11,4.67,1.33,1.44,2.0,1.0,0.56,0.44,1.11,1.78,0.67,1.89,0.44,3.22,4.0,0.11,62.5
59,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29.0,1995.0,10,9,815,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,42.9,4,57.1,65.93,11.32,31.32,30.66,4.07,0.11,65.93,0.77,0.33,0.44,37.03,167.8,72.86,0.77,0.66,0.0,0.33,0.11,40.66,0.88,0.88,0.11,0.88,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,431,485,88.9,7886,2961,173,181,95.6,214,234,91.5,38,56,67.9,0.0,0.0,0.02,0.0,0.11,5.27,0.44,0.0,4.18,53.3,48.9,4.07,1.65,0.0,0.33,0.44,0.44,0.0,0.0,0.0,0.0,47.36,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4,0.33,0.0,0.0,1.65,0.88,0.0,0.77,0.55,0.0,0.22,3.85,2.09,1.98,1.54,1.1,0.22,0.22,0.88,1.76,0.88,2.86,1.98,2.31,4.95,0.0,50.0
61,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,39.0,1985.0,11,10,828,9.2,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0,0,0.0,0,0.0,64.46,11.2,36.63,27.17,0.65,0.22,64.46,0.0,0.0,0.0,34.46,153.91,79.02,0.0,0.11,0.0,0.33,0.11,43.91,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,455,517,88.0,9210,3682,139,149,93.3,259,280,92.5,54,81,66.7,0.0,0.0,0.01,0.0,0.0,1.74,0.0,0.0,1.96,56.2,53.15,2.83,2.07,0.11,0.33,0.0,0.0,0.0,0.0,0.0,0.0,49.46,0.22,0.22,0.11,0.0,0.0,0.0,0.08,-0.1,-0.1,61.8,0.43,0.0,0.0,0.98,0.33,0.0,0.43,0.33,0.0,0.22,3.26,2.28,1.41,0.33,0.22,0.11,0.0,0.22,0.43,0.22,0.87,0.87,0.76,5.65,0.11,50.0
63,Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,1996.0,13,13,1170,13.0,0.0,0.0,0.0,0.0,0.03,0.09,0.03,0.09,10,6,60.0,4,40.0,51.54,5.62,21.23,26.23,4.31,1.62,51.54,0.77,0.46,0.31,20.62,148.69,96.46,1.08,0.77,0.15,0.85,0.31,21.46,0.08,1.46,0.23,1.08,0.08,0.0,0.23,0.0,0.08,0.15,0.0,0.0,0.08,0.0,0.0,345,511,67.5,8204,3944,87,110,79.1,175,223,78.5,80,155,51.6,0.0,0.06,0.05,-0.06,0.46,5.23,0.54,0.0,4.38,39.31,36.31,2.54,2.08,0.08,1.08,0.15,0.0,0.0,0.0,0.0,0.0,26.54,0.46,0.62,1.31,0.46,0.0,0.0,0.02,-0.4,-0.4,63.0,0.23,0.0,0.0,0.77,0.38,0.23,1.15,1.0,0.0,0.0,3.62,3.54,2.08,1.54,1.08,0.31,0.15,0.77,1.08,0.31,0.92,0.54,2.69,4.77,0.08,71.4
64,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26.0,1998.0,7,3,311,3.5,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.23,4,3,75.0,1,25.0,32.29,0.57,4.86,17.14,11.14,2.29,32.29,1.14,0.86,0.29,16.86,90.86,36.0,0.57,0.57,0.0,0.86,0.86,18.29,2.0,0.87,0.0,0.57,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,82,79.3,1050,220,33,37,89.2,22,28,78.6,6,10,60.0,0.0,0.0,0.03,0.0,0.29,2.29,0.29,0.0,2.29,23.43,20.29,3.14,1.43,0.0,0.0,1.43,0.29,0.29,0.29,0.0,0.0,18.57,0.0,0.29,1.16,0.29,0.0,0.0,0.19,-0.8,-0.8,47.1,0.29,0.0,0.0,1.71,1.71,0.57,0.0,0.86,0.0,0.0,2.57,2.29,2.57,1.71,0.57,0.86,0.29,1.14,2.29,1.14,2.0,0.29,1.71,0.57,0.0,50.0
65,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,26.0,1998.0,11,11,866,9.6,0.0,0.1,0.0,0.1,0.04,0.3,0.04,0.3,15,5,33.3,9,60.0,72.92,2.71,20.52,31.88,21.04,1.25,72.92,1.56,0.52,0.94,35.1,179.9,98.12,2.4,1.67,0.52,0.94,1.04,44.79,2.6,3.11,0.42,2.29,0.73,0.1,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,429,614,69.9,8149,3196,198,229,86.5,164,225,72.9,62,141,44.0,0.1,0.26,0.31,-0.16,1.98,4.17,1.88,0.52,5.62,63.96,50.94,12.81,3.23,0.52,0.83,5.0,7.19,2.4,1.88,0.31,0.0,44.69,0.21,0.73,1.04,0.21,0.0,0.0,0.04,-0.4,-0.4,22.2,0.21,0.0,0.0,0.31,0.52,0.1,0.83,2.5,0.0,0.0,4.27,0.21,0.73,3.23,1.98,0.83,0.42,2.08,3.33,1.25,0.83,0.31,4.06,1.25,0.0,62.5
67,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20.0,2004.0,10,10,724,8.0,0.25,0.25,0.25,0.25,0.21,0.36,0.21,0.36,33,7,21.2,21,63.6,40.38,0.38,3.25,16.5,21.62,4.12,40.38,4.12,0.88,2.62,25.88,177.0,87.25,3.12,2.38,1.38,4.25,1.25,31.38,8.62,3.48,0.5,2.38,0.38,0.25,0.0,0.5,0.0,0.25,0.0,0.12,0.0,0.12,0.0,149,221,67.4,2046,519,95,117,81.2,43,64,67.2,6,18,33.3,0.0,0.16,0.18,-0.16,1.62,0.88,1.62,0.12,2.88,27.62,25.25,2.12,0.25,0.75,0.12,3.12,0.0,1.0,0.38,0.5,0.0,18.62,0.25,1.38,1.86,0.99,0.13,0.25,0.11,0.3,0.3,35.3,0.12,0.0,0.0,0.88,2.75,1.0,0.12,0.38,0.0,0.0,4.0,0.75,1.38,0.75,0.12,0.12,0.5,0.25,0.75,0.5,0.62,0.0,0.88,0.25,0.0,33.3
71,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29.0,1995.0,9,8,592,6.6,0.0,0.3,0.0,0.3,0.15,0.33,0.15,0.33,15,2,13.3,13,86.7,37.73,1.06,7.42,16.52,14.85,3.64,37.73,2.27,0.3,1.97,23.18,165.3,74.55,2.42,2.42,0.45,1.97,1.21,26.67,4.7,2.13,0.61,1.36,0.0,0.0,0.61,0.0,0.15,0.3,0.0,0.0,0.3,0.0,0.0,125,168,74.4,1787,429,74,90,82.2,42,60,70.0,5,8,62.5,0.3,0.18,0.08,0.12,0.91,1.36,0.61,0.15,3.79,25.45,25.3,0.15,0.0,0.0,0.0,1.82,0.0,0.15,0.0,0.15,0.0,18.94,0.0,0.76,2.28,0.3,0.0,0.0,0.07,-1.0,-1.0,40.0,0.15,0.0,0.0,0.76,1.21,0.45,0.61,0.76,0.0,0.0,4.24,0.91,1.36,1.06,0.45,0.3,0.3,0.3,1.67,1.36,0.3,0.0,1.67,1.21,0.0,18.2
72,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,24.0,2000.0,11,5,470,5.2,0.0,0.0,0.0,0.0,0.03,0.09,0.03,0.09,11,6,54.5,4,36.4,55.0,0.38,6.35,30.77,18.65,2.88,55.0,2.12,1.15,0.77,31.35,150.96,67.5,1.92,2.12,0.77,1.73,1.15,38.08,3.85,3.65,0.0,2.12,0.77,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,197,239,82.4,3391,844,94,100,94.0,76,87,87.4,20,32,62.5,0.0,0.06,0.23,-0.06,1.73,5.38,1.35,0.38,7.12,45.96,40.96,4.04,1.35,0.38,0.0,2.69,0.38,1.15,0.0,1.15,0.0,37.88,0.96,1.15,0.57,0.19,0.0,0.0,0.05,-0.2,-0.2,33.3,0.19,0.0,0.0,1.73,0.77,0.38,0.58,1.54,0.0,0.0,4.42,0.38,0.77,2.69,0.96,1.15,0.58,0.96,1.54,0.58,1.15,0.19,3.27,0.38,0.0,62.5
75,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1999.0,11,1,347,3.9,0.26,0.52,0.26,0.52,0.16,0.38,0.16,0.38,18,7,38.9,9,50.0,47.44,0.51,6.67,16.15,25.38,5.64,47.44,4.62,1.79,2.31,28.46,188.97,112.05,4.87,1.28,2.31,2.05,1.03,32.31,7.44,2.85,0.52,1.79,0.0,0.51,0.26,0.26,0.0,0.51,0.0,0.0,0.0,0.0,0.0,97,130,74.6,1313,232,68,80,85.0,22,28,78.6,4,5,80.0,0.26,0.23,0.13,0.03,0.77,0.77,0.77,0.0,1.28,33.33,32.56,0.51,0.0,0.0,0.0,0.26,0.51,0.0,0.0,0.0,0.0,24.87,0.26,2.05,2.33,1.04,0.11,0.25,0.07,0.4,0.4,40.0,0.0,0.0,0.0,1.28,1.54,0.0,1.54,1.28,0.26,0.0,4.87,1.03,1.54,1.79,1.03,0.51,0.26,0.77,1.28,0.51,0.77,0.0,3.33,0.26,0.0,60.0
76,Marcos Alonso,es ESP,"DF,MF",Celta Vigo,es La Liga,33.0,1990.0,10,8,822,9.1,0.0,0.0,0.0,0.0,0.04,0.06,0.04,0.06,7,3,42.9,4,57.1,82.2,8.46,35.05,39.67,8.57,0.88,82.2,0.77,0.33,0.44,54.4,296.04,176.81,1.87,0.77,0.11,0.66,0.22,58.68,2.2,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,659,87.3,9887,3803,247,265,93.2,280,298,94.0,36,70,51.4,0.0,0.02,0.03,-0.02,0.44,5.82,0.66,0.11,5.38,72.42,67.91,4.29,2.31,0.0,0.66,0.77,1.76,0.11,0.11,0.0,0.0,63.19,0.22,0.99,0.77,0.22,0.0,0.0,0.05,-0.4,-0.4,64.7,0.22,0.0,0.0,0.88,0.99,0.11,1.21,0.88,0.0,0.0,4.73,2.42,1.32,1.32,0.88,0.22,0.22,0.99,1.76,0.77,0.66,0.33,2.53,4.62,0.11,56.3
77,Giorgio Altare,it ITA,DF,Venezia,it Serie A,26.0,1998.0,6,4,345,3.8,0.0,0.0,0.0,0.0,0.04,0.08,0.04,0.08,3,2,66.7,1,33.3,64.74,7.37,28.68,29.47,6.84,1.32,64.74,0.79,0.53,0.26,36.84,171.32,77.89,0.79,1.84,0.0,0.53,1.32,40.53,0.79,1.04,0.0,0.53,0.0,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,155,198,78.3,2942,1029,47,53,88.7,97,117,82.9,9,22,40.9,0.0,0.03,0.03,-0.03,0.26,2.37,0.26,0.26,2.37,52.11,46.84,5.0,1.84,0.0,0.26,1.58,3.16,0.0,0.0,0.0,0.0,40.79,0.26,0.26,0.78,0.26,0.0,0.0,0.05,-0.2,-0.2,60.0,0.26,0.0,0.0,2.11,0.26,0.0,2.11,1.05,0.0,0.0,3.42,3.16,2.11,1.32,1.05,0.26,0.0,0.26,1.84,1.58,1.32,0.79,3.42,4.74,0.0,14.3
78,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,2001.0,9,7,598,6.6,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,16,6,37.5,6,37.5,45.0,4.24,14.09,21.97,10.0,0.15,45.0,2.42,0.91,0.91,21.82,123.64,61.36,1.82,1.36,0.15,1.21,0.3,23.18,3.03,0.75,0.15,0.45,0.0,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,168,209,80.4,2859,760,87,96,90.6,64,79,81.0,16,28,57.1,0.0,0.0,0.03,0.0,0.15,2.73,0.3,0.0,2.58,31.67,27.73,3.79,0.3,0.0,0.15,1.36,3.48,0.0,0.0,0.0,0.0,25.45,0.15,0.45,0.45,0.0,0.0,0.0,0.03,-0.1,-0.1,50.0,0.15,0.0,0.0,1.36,1.52,0.3,1.82,0.91,0.0,0.0,3.94,1.36,1.36,2.27,1.21,0.76,0.3,1.21,2.12,0.91,1.06,0.61,4.09,3.03,0.3,57.1
79,Sergi Altimira,es ESP,MF,Betis,es La Liga,23.0,2001.0,11,8,736,8.2,0.0,0.12,0.0,0.12,0.05,0.16,0.04,0.14,7,6,85.7,1,14.3,69.51,1.46,12.2,44.63,13.29,0.49,69.51,0.85,0.73,0.12,42.8,174.63,73.78,0.98,0.85,0.0,0.98,0.98,50.37,1.1,2.57,0.12,2.2,0.0,0.24,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,428,479,89.4,7081,1628,214,232,92.2,166,177,93.8,37,46,80.4,0.12,0.11,0.09,0.01,0.85,4.02,0.85,0.0,5.24,58.41,57.44,0.98,0.98,0.49,0.85,0.12,0.0,0.0,0.0,0.0,0.0,52.2,0.0,0.98,1.22,0.12,0.0,0.0,0.03,-0.4,-0.3,36.4,0.24,0.0,0.0,1.71,1.46,0.0,0.49,1.59,0.0,0.0,6.34,0.49,0.85,2.44,0.73,1.46,0.24,1.34,2.56,1.22,1.1,0.12,2.93,1.22,0.0,52.4
80,Edson Álvarez,mx MEX,"MF,DF",West Ham,eng Premier League,27.0,1997.0,8,5,408,4.5,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.04,9,2,22.2,4,44.4,63.11,3.33,20.22,33.78,10.0,0.89,63.11,2.0,0.44,0.89,38.44,212.89,86.0,0.89,1.56,0.0,0.44,0.67,41.56,0.67,1.99,0.0,1.78,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,231,85.3,3239,860,101,112,90.2,76,86,88.4,18,25,72.0,0.0,0.02,0.07,-0.02,0.89,4.44,0.44,0.0,3.78,51.33,49.11,1.56,1.11,0.22,0.67,0.0,0.44,0.0,0.0,0.0,0.0,43.78,0.67,0.22,0.66,0.0,0.0,0.0,0.02,-0.1,-0.1,66.7,0.89,0.22,0.22,2.89,1.11,0.0,1.78,1.56,0.0,0.0,5.11,1.33,0.67,2.44,1.56,0.67,0.22,1.33,1.56,0.22,1.56,0.44,4.22,1.78,0.0,85.7
81,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,2003.0,14,10,999,11.1,0.18,0.27,0.18,0.27,0.13,0.19,0.13,0.19,51,21,41.2,29,56.9,68.92,1.62,15.95,26.22,27.3,4.77,68.92,4.59,1.89,2.61,42.52,230.99,137.12,4.32,2.43,2.52,1.53,0.9,45.32,8.83,2.61,0.45,1.98,0.0,0.36,0.27,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.0,503,631,79.7,7713,1999,274,309,88.7,198,236,83.9,21,40,52.5,0.09,0.05,0.1,0.04,0.9,1.44,0.9,0.18,2.97,56.85,47.12,9.28,0.99,0.0,0.18,2.07,7.48,0.81,0.27,0.09,0.0,45.32,0.45,1.26,1.26,0.54,0.14,0.33,0.11,0.5,0.5,50.0,0.27,0.0,0.0,1.35,0.99,0.09,0.54,0.54,0.0,0.09,5.05,0.27,0.27,1.53,0.72,0.63,0.18,0.54,0.99,0.45,1.26,0.09,2.07,1.89,0.09,54.5
82,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,24.0,2000.0,14,9,792,8.8,0.45,0.57,0.45,0.57,0.29,0.38,0.29,0.38,16,7,43.8,9,56.3,40.23,0.34,3.52,17.05,20.0,4.2,40.23,1.82,0.8,1.02,24.66,144.09,69.89,2.39,1.59,0.91,1.36,1.14,29.32,5.57,3.41,0.23,2.16,0.23,0.34,0.68,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,212,274,77.4,2861,615,130,151,86.1,60,73,82.2,9,17,52.9,0.11,0.09,0.07,0.02,1.14,0.91,0.91,0.11,2.16,31.14,29.43,1.59,0.11,0.11,0.23,0.91,0.45,0.11,0.11,0.0,0.0,24.09,0.11,1.25,2.73,1.02,0.17,0.44,0.11,1.4,1.4,35.0,0.23,0.0,0.0,1.14,0.11,0.45,0.0,0.11,0.0,0.0,2.39,0.8,1.48,0.34,0.11,0.0,0.23,0.11,0.57,0.45,0.8,0.0,0.34,0.45,0.0,20.0
